"'Classe Pericolo: ","'","'Destino: ","'",
"'Confezionamento: ","'12 FUSTI CHIUSI FASCIATI su 3 04 PALLET ","'","'",
"'Destinazione: ","'PRODURRE PULITO ","'","'",
